Namespace(gpu_id=0, img_path='/home/wsz/workspace/Data/LOLdataset/our485_patch/low/', img_val_path='/home/wsz/workspace/Data/LOLdataset/eval15/low/', batch_size=8, lr=0.0002, weight_decay=0, pretrain_dir=None, num_epochs=200, display_iter=10, snapshots_folder='workdirs/snapshots_folder_lol_v1_patch_unet_weight_220922')
Total examples: 4850
Total examples: 15
the device is: cuda:0
######## Start IAT Training #########
the epoch is: 0
/home/wsz/miniconda3/envs/kang/lib/python3.9/site-packages/torch/nn/functional.py:3509: UserWarning: nn.functional.upsample is deprecated. Use nn.functional.interpolate instead.
  warnings.warn("nn.functional.upsample is deprecated. Use nn.functional.interpolate instead.")
Loss at iteration 600 : 0.018834644928574562
The SSIM Value is: 0.7414116700490315
The PSNR Value is: 17.38059647878011
the highest SSIM value is: 17.38059647878011
the epoch is: 1
Loss at iteration 10 : 0.01697533391416073
Loss at iteration 20 : 0.022825870662927628
Loss at iteration 30 : 0.017516501247882843
Loss at iteration 40 : 0.02160201594233513
Loss at iteration 50 : 0.022658925503492355
Loss at iteration 60 : 0.024384427815675735
Loss at iteration 70 : 0.03391880542039871
Loss at iteration 80 : 0.025921747088432312
Loss at iteration 90 : 0.02524828538298607
Loss at iteration 100 : 0.02571042999625206
Loss at iteration 110 : 0.024895308539271355
Loss at iteration 120 : 0.02648986503481865
Loss at iteration 130 : 0.025787701830267906
Loss at iteration 140 : 0.019696492701768875
Loss at iteration 150 : 0.022989049553871155
Loss at iteration 160 : 0.026516824960708618
Loss at iteration 170 : 0.028582390397787094
Loss at iteration 180 : 0.02546161413192749
Loss at iteration 190 : 0.03025362640619278
Loss at iteration 200 : 0.0336923822760582
Loss at iteration 210 : 0.02760232985019684
Loss at iteration 220 : 0.019679348915815353
Loss at iteration 230 : 0.029039304703474045
Loss at iteration 240 : 0.012337288819253445
Loss at iteration 250 : 0.0212999414652586
Loss at iteration 260 : 0.018845371901988983
Loss at iteration 270 : 0.017154818400740623
Loss at iteration 280 : 0.01820989139378071
Loss at iteration 290 : 0.021165650337934494
Loss at iteration 300 : 0.038045018911361694
Loss at iteration 310 : 0.019197825342416763
Loss at iteration 320 : 0.02489086613059044
Loss at iteration 330 : 0.02181510254740715
Loss at iteration 340 : 0.022624602541327477
Loss at iteration 350 : 0.02425546571612358
Loss at iteration 360 : 0.020152034237980843
Loss at iteration 370 : 0.026231098920106888
Loss at iteration 380 : 0.017928604036569595
Loss at iteration 390 : 0.02757437899708748
Loss at iteration 400 : 0.012997354380786419
Loss at iteration 410 : 0.020315369591116905
Loss at iteration 420 : 0.014381525106728077
Loss at iteration 430 : 0.021341267973184586
Loss at iteration 440 : 0.016700632870197296
Loss at iteration 450 : 0.021923953667283058
Loss at iteration 460 : 0.0214809812605381
Loss at iteration 470 : 0.015898440033197403
Loss at iteration 480 : 0.02883516065776348
Loss at iteration 490 : 0.01698262058198452
Loss at iteration 500 : 0.02410314977169037
Loss at iteration 510 : 0.01645822823047638
Loss at iteration 520 : 0.021431412547826767
Loss at iteration 530 : 0.025713523849844933
Loss at iteration 540 : 0.02487247809767723
Loss at iteration 550 : 0.02227073162794113
Loss at iteration 560 : 0.02299681305885315
Loss at iteration 570 : 0.02054813876748085
Loss at iteration 580 : 0.025751356035470963
Loss at iteration 590 : 0.0184255912899971
Loss at iteration 600 : 0.02531474456191063
The SSIM Value is: 0.7636750539143881
The PSNR Value is: 17.491873995463052
the highest SSIM value is: 17.491873995463052
the epoch is: 2
Loss at iteration 10 : 0.017314985394477844
Loss at iteration 20 : 0.016708530485630035
Loss at iteration 30 : 0.02076418325304985
Loss at iteration 40 : 0.032065846025943756
Loss at iteration 50 : 0.020674992352724075
Loss at iteration 60 : 0.023782771080732346
Loss at iteration 70 : 0.017003264278173447
Loss at iteration 80 : 0.02352277562022209
Loss at iteration 90 : 0.015070605091750622
Loss at iteration 100 : 0.022072793915867805
Loss at iteration 110 : 0.016471832990646362
Loss at iteration 120 : 0.020509224385023117
Loss at iteration 130 : 0.01945863664150238
Loss at iteration 140 : 0.023722704499959946
Loss at iteration 150 : 0.023683171719312668
Loss at iteration 160 : 0.018862180411815643
Loss at iteration 170 : 0.015613684430718422
Loss at iteration 180 : 0.018436241894960403
Loss at iteration 190 : 0.01861073449254036
Loss at iteration 200 : 0.024750787764787674
Loss at iteration 210 : 0.019249815493822098
Loss at iteration 220 : 0.020201919600367546
Loss at iteration 230 : 0.023142948746681213
Loss at iteration 240 : 0.01810983382165432
Loss at iteration 250 : 0.018876908347010612
Loss at iteration 260 : 0.01704493537545204
Loss at iteration 270 : 0.020480521023273468
Loss at iteration 280 : 0.018441930413246155
Loss at iteration 290 : 0.021077843382954597
Loss at iteration 300 : 0.026127219200134277
Loss at iteration 310 : 0.019473381340503693
Loss at iteration 320 : 0.022389184683561325
Loss at iteration 330 : 0.017783477902412415
Loss at iteration 340 : 0.017687153071165085
Loss at iteration 350 : 0.033780187368392944
Loss at iteration 360 : 0.01891743578016758
Loss at iteration 370 : 0.0230721402913332
Loss at iteration 380 : 0.027231715619564056
Loss at iteration 390 : 0.024057302623987198
Loss at iteration 400 : 0.02183249406516552
Loss at iteration 410 : 0.019264832139015198
Loss at iteration 420 : 0.01857871562242508
Loss at iteration 430 : 0.024149050936102867
Loss at iteration 440 : 0.019970204681158066
Loss at iteration 450 : 0.02063274197280407
Loss at iteration 460 : 0.016939079388976097
Loss at iteration 470 : 0.023290183395147324
Loss at iteration 480 : 0.017782269045710564
Loss at iteration 490 : 0.013388985767960548
Loss at iteration 500 : 0.018971610814332962
Loss at iteration 510 : 0.01789184845983982
Loss at iteration 520 : 0.013169902376830578
Loss at iteration 530 : 0.01891465112566948
Loss at iteration 540 : 0.017360372468829155
Loss at iteration 550 : 0.021925777196884155
Loss at iteration 560 : 0.02022600919008255
Loss at iteration 570 : 0.021445345133543015
Loss at iteration 580 : 0.012771997600793839
Loss at iteration 590 : 0.015420092269778252
Loss at iteration 600 : 0.015872657299041748
The SSIM Value is: 0.77685071627299
The PSNR Value is: 18.70311991373698
the highest SSIM value is: 18.70311991373698
the epoch is: 3
Loss at iteration 10 : 0.016028473153710365
Loss at iteration 20 : 0.015577537938952446
Loss at iteration 30 : 0.014822058379650116
Loss at iteration 40 : 0.018094662576913834
Loss at iteration 50 : 0.016372917219996452
Loss at iteration 60 : 0.018710415810346603
Loss at iteration 70 : 0.01997704617679119
Loss at iteration 80 : 0.019801050424575806
Loss at iteration 90 : 0.012974541634321213
Loss at iteration 100 : 0.017236921936273575
Loss at iteration 110 : 0.020655952394008636
Loss at iteration 120 : 0.020306305959820747
Loss at iteration 130 : 0.026884714141488075
Loss at iteration 140 : 0.021613704040646553
Loss at iteration 150 : 0.016438115388154984
Loss at iteration 160 : 0.02225792407989502
Loss at iteration 170 : 0.01760716550052166
Loss at iteration 180 : 0.03424720838665962
Loss at iteration 190 : 0.020251721143722534
Loss at iteration 200 : 0.029379848390817642
Loss at iteration 210 : 0.015913857147097588
Loss at iteration 220 : 0.026457564905285835
Loss at iteration 230 : 0.015455525368452072
Loss at iteration 240 : 0.022532425820827484
Loss at iteration 250 : 0.020643973723053932
Loss at iteration 260 : 0.02141091600060463
Loss at iteration 270 : 0.02451496385037899
Loss at iteration 280 : 0.022879712283611298
Loss at iteration 290 : 0.011419326066970825
Loss at iteration 300 : 0.016359636560082436
Loss at iteration 310 : 0.02009677141904831
Loss at iteration 320 : 0.018060600385069847
Loss at iteration 330 : 0.020691042765975
Loss at iteration 340 : 0.012383894994854927
Loss at iteration 350 : 0.015233573503792286
Loss at iteration 360 : 0.013358047232031822
Loss at iteration 370 : 0.01687081903219223
Loss at iteration 380 : 0.018444839864969254
Loss at iteration 390 : 0.016775140538811684
Loss at iteration 400 : 0.017180074006319046
Loss at iteration 410 : 0.014617816545069218
Loss at iteration 420 : 0.01869216561317444
Loss at iteration 430 : 0.014078294858336449
Loss at iteration 440 : 0.021946407854557037
Loss at iteration 450 : 0.012530808337032795
Loss at iteration 460 : 0.018940920010209084
Loss at iteration 470 : 0.020107660442590714
Loss at iteration 480 : 0.013366952538490295
Loss at iteration 490 : 0.017751771956682205
Loss at iteration 500 : 0.02354939840734005
Loss at iteration 510 : 0.018986724317073822
Loss at iteration 520 : 0.01619163528084755
Loss at iteration 530 : 0.01919802650809288
Loss at iteration 540 : 0.023685837164521217
Loss at iteration 550 : 0.019065581262111664
Loss at iteration 560 : 0.015782555565238
Loss at iteration 570 : 0.021405231207609177
Loss at iteration 580 : 0.020649664103984833
Loss at iteration 590 : 0.01808149926364422
Loss at iteration 600 : 0.014202950522303581
The SSIM Value is: 0.7800865729649862
The PSNR Value is: 17.78543561299642
the epoch is: 4
Loss at iteration 10 : 0.0169253870844841
Loss at iteration 20 : 0.018888847902417183
Loss at iteration 30 : 0.014979980885982513
Loss at iteration 40 : 0.016737904399633408
Loss at iteration 50 : 0.026032211259007454
Loss at iteration 60 : 0.02084491401910782
Loss at iteration 70 : 0.018590731546282768
Loss at iteration 80 : 0.017129506915807724
Loss at iteration 90 : 0.017602017149329185
Loss at iteration 100 : 0.020948491990566254
Loss at iteration 110 : 0.02532309480011463
Loss at iteration 120 : 0.01602909155189991
Loss at iteration 130 : 0.017214307561516762
Loss at iteration 140 : 0.02472594752907753
Loss at iteration 150 : 0.016338132321834564
Loss at iteration 160 : 0.0157774705439806
Loss at iteration 170 : 0.02869110181927681
Loss at iteration 180 : 0.017173374071717262
Loss at iteration 190 : 0.012763533741235733
Loss at iteration 200 : 0.018101248890161514
Loss at iteration 210 : 0.018646303564310074
Loss at iteration 220 : 0.019311092793941498
Loss at iteration 230 : 0.014491685666143894
Loss at iteration 240 : 0.018170122057199478
Loss at iteration 250 : 0.016099004074931145
Loss at iteration 260 : 0.017594337463378906
Loss at iteration 270 : 0.014067175798118114
Loss at iteration 280 : 0.0240101870149374
Loss at iteration 290 : 0.015326621010899544
Loss at iteration 300 : 0.012055553495883942
Loss at iteration 310 : 0.019721753895282745
Loss at iteration 320 : 0.01931266114115715
Loss at iteration 330 : 0.017802409827709198
Loss at iteration 340 : 0.024356428533792496
Loss at iteration 350 : 0.021499108523130417
Loss at iteration 360 : 0.024710550904273987
Loss at iteration 370 : 0.01650361344218254
Loss at iteration 380 : 0.020850203931331635
Loss at iteration 390 : 0.01696637272834778
Loss at iteration 400 : 0.02914435788989067
Loss at iteration 410 : 0.020152082666754723
Loss at iteration 420 : 0.014772472903132439
Loss at iteration 430 : 0.018897373229265213
Loss at iteration 440 : 0.01974327489733696
Loss at iteration 450 : 0.015268870629370213
Loss at iteration 460 : 0.012654690071940422
Loss at iteration 470 : 0.01633823849260807
Loss at iteration 480 : 0.018188737332820892
Loss at iteration 490 : 0.01751123182475567
Loss at iteration 500 : 0.009686765260994434
Loss at iteration 510 : 0.021441906690597534
Loss at iteration 520 : 0.013838512822985649
Loss at iteration 530 : 0.017034536227583885
Loss at iteration 540 : 0.011883467435836792
Loss at iteration 550 : 0.015393021516501904
Loss at iteration 560 : 0.013902459293603897
Loss at iteration 570 : 0.012364093214273453
Loss at iteration 580 : 0.014802530407905579
Loss at iteration 590 : 0.016848765313625336
Loss at iteration 600 : 0.01598590612411499
The SSIM Value is: 0.7956658999125162
The PSNR Value is: 18.96284205118815
the highest SSIM value is: 18.96284205118815
the epoch is: 5
Loss at iteration 10 : 0.015551242977380753
Loss at iteration 20 : 0.019926030188798904
Loss at iteration 30 : 0.016736816614866257
Loss at iteration 40 : 0.017538705840706825
Loss at iteration 50 : 0.013459663838148117
Loss at iteration 60 : 0.01302378997206688
Loss at iteration 70 : 0.02067527174949646
Loss at iteration 80 : 0.015960276126861572
Loss at iteration 90 : 0.020671356469392776
Loss at iteration 100 : 0.022558987140655518
Loss at iteration 110 : 0.029074370861053467
Loss at iteration 120 : 0.017821630463004112
Loss at iteration 130 : 0.01749243214726448
Loss at iteration 140 : 0.01638246513903141
Loss at iteration 150 : 0.014907438308000565
Loss at iteration 160 : 0.01797657459974289
Loss at iteration 170 : 0.015717679634690285
Loss at iteration 180 : 0.01885979436337948
Loss at iteration 190 : 0.02001292072236538
Loss at iteration 200 : 0.02090095356106758
Loss at iteration 210 : 0.02340465970337391
Loss at iteration 220 : 0.020014457404613495
Loss at iteration 230 : 0.019239632412791252
Loss at iteration 240 : 0.019448792561888695
Loss at iteration 250 : 0.01648932695388794
Loss at iteration 260 : 0.015656251460313797
Loss at iteration 270 : 0.02299833670258522
Loss at iteration 280 : 0.011787578463554382
Loss at iteration 290 : 0.020183879882097244
Loss at iteration 300 : 0.014651123434305191
Loss at iteration 310 : 0.013683715835213661
Loss at iteration 320 : 0.017204396426677704
Loss at iteration 330 : 0.017341211438179016
Loss at iteration 340 : 0.020646877586841583
Loss at iteration 350 : 0.016820857301354408
Loss at iteration 360 : 0.014609089121222496
Loss at iteration 370 : 0.01428946852684021
Loss at iteration 380 : 0.014713868498802185
Loss at iteration 390 : 0.01333610899746418
Loss at iteration 400 : 0.018687166273593903
Loss at iteration 410 : 0.020680874586105347
Loss at iteration 420 : 0.01835053786635399
Loss at iteration 430 : 0.012238028459250927
Loss at iteration 440 : 0.019671108573675156
Loss at iteration 450 : 0.012848477810621262
Loss at iteration 460 : 0.015921687707304955
Loss at iteration 470 : 0.01967572048306465
Loss at iteration 480 : 0.017940666526556015
Loss at iteration 490 : 0.01578672230243683
Loss at iteration 500 : 0.01896808296442032
Loss at iteration 510 : 0.016037363559007645
Loss at iteration 520 : 0.017202651128172874
Loss at iteration 530 : 0.023499872535467148
Loss at iteration 540 : 0.020741412416100502
Loss at iteration 550 : 0.01486035343259573
Loss at iteration 560 : 0.021285783499479294
Loss at iteration 570 : 0.022203747183084488
Loss at iteration 580 : 0.01653418317437172
Loss at iteration 590 : 0.02002808079123497
Loss at iteration 600 : 0.019870981574058533
The SSIM Value is: 0.803318440914154
The PSNR Value is: 19.839660135904946
the highest SSIM value is: 19.839660135904946
the epoch is: 6
Loss at iteration 10 : 0.017654500901699066
Loss at iteration 20 : 0.016014665365219116
Loss at iteration 30 : 0.020862573757767677
Loss at iteration 40 : 0.024517884477972984
Loss at iteration 50 : 0.012620324268937111
Loss at iteration 60 : 0.017268622294068336
Loss at iteration 70 : 0.01736012101173401
Loss at iteration 80 : 0.01943909004330635
Loss at iteration 90 : 0.01598638854920864
Loss at iteration 100 : 0.015721263363957405
Loss at iteration 110 : 0.015121560543775558
Loss at iteration 120 : 0.014112543314695358
Loss at iteration 130 : 0.023763708770275116
Loss at iteration 140 : 0.013397932052612305
Loss at iteration 150 : 0.014925737865269184
Loss at iteration 160 : 0.01540368888527155
Loss at iteration 170 : 0.01647242158651352
Loss at iteration 180 : 0.019464537501335144
Loss at iteration 190 : 0.01692816987633705
Loss at iteration 200 : 0.019188491627573967
Loss at iteration 210 : 0.014215338975191116
Loss at iteration 220 : 0.014875458553433418
Loss at iteration 230 : 0.01614619418978691
Loss at iteration 240 : 0.017564091831445694
Loss at iteration 250 : 0.016212821006774902
Loss at iteration 260 : 0.015857864171266556
Loss at iteration 270 : 0.012074455618858337
Loss at iteration 280 : 0.01505889743566513
Loss at iteration 290 : 0.012765573337674141
Loss at iteration 300 : 0.019146203994750977
Loss at iteration 310 : 0.02208055928349495
Loss at iteration 320 : 0.012152810581028461
Loss at iteration 330 : 0.014032706618309021
Loss at iteration 340 : 0.0176721028983593
Loss at iteration 350 : 0.01795712299644947
Loss at iteration 360 : 0.017716065049171448
Loss at iteration 370 : 0.018668850883841515
Loss at iteration 380 : 0.016919318586587906
Loss at iteration 390 : 0.01858561672270298
Loss at iteration 400 : 0.020862184464931488
Loss at iteration 410 : 0.016522906720638275
Loss at iteration 420 : 0.016700562089681625
Loss at iteration 430 : 0.01430606935173273
Loss at iteration 440 : 0.0127703957259655
Loss at iteration 450 : 0.020026497542858124
Loss at iteration 460 : 0.021564750000834465
Loss at iteration 470 : 0.022121604532003403
Loss at iteration 480 : 0.01814083568751812
Loss at iteration 490 : 0.01698910817503929
Loss at iteration 500 : 0.014372136443853378
Loss at iteration 510 : 0.015692496672272682
Loss at iteration 520 : 0.018214024603366852
Loss at iteration 530 : 0.018990501761436462
Loss at iteration 540 : 0.01853068545460701
Loss at iteration 550 : 0.016727030277252197
Loss at iteration 560 : 0.016386598348617554
Loss at iteration 570 : 0.015850674360990524
Loss at iteration 580 : 0.01606796681880951
Loss at iteration 590 : 0.01822764426469803
Loss at iteration 600 : 0.027515653520822525
The SSIM Value is: 0.8073217948277791
The PSNR Value is: 19.935148366292317
the highest SSIM value is: 19.935148366292317
the epoch is: 7
Loss at iteration 10 : 0.01574091985821724
Loss at iteration 20 : 0.01751595363020897
Loss at iteration 30 : 0.01989106833934784
Loss at iteration 40 : 0.011165986768901348
Loss at iteration 50 : 0.01968894898891449
Loss at iteration 60 : 0.015708159655332565
Loss at iteration 70 : 0.014962272718548775
Loss at iteration 80 : 0.020796027034521103
Loss at iteration 90 : 0.016526874154806137
Loss at iteration 100 : 0.013778908178210258
Loss at iteration 110 : 0.018019739538431168
Loss at iteration 120 : 0.012160273268818855
Loss at iteration 130 : 0.013366520404815674
Loss at iteration 140 : 0.0182056725025177
Loss at iteration 150 : 0.01910744607448578
Loss at iteration 160 : 0.018027249723672867
Loss at iteration 170 : 0.016251342371106148
Loss at iteration 180 : 0.017541183158755302
Loss at iteration 190 : 0.02157096192240715
Loss at iteration 200 : 0.012217837385833263
Loss at iteration 210 : 0.015612543560564518
Loss at iteration 220 : 0.021693158894777298
Loss at iteration 230 : 0.028856949880719185
Loss at iteration 240 : 0.016857419162988663
Loss at iteration 250 : 0.014302949421107769
Loss at iteration 260 : 0.017254646867513657
Loss at iteration 270 : 0.015887688845396042
Loss at iteration 280 : 0.01632816158235073
Loss at iteration 290 : 0.015337865799665451
Loss at iteration 300 : 0.017400339245796204
Loss at iteration 310 : 0.017765890806913376
Loss at iteration 320 : 0.016911787912249565
Loss at iteration 330 : 0.01309995912015438
Loss at iteration 340 : 0.016369223594665527
Loss at iteration 350 : 0.015486130490899086
Loss at iteration 360 : 0.014803719706833363
Loss at iteration 370 : 0.01273714005947113
Loss at iteration 380 : 0.013148568570613861
Loss at iteration 390 : 0.012614978477358818
Loss at iteration 400 : 0.016341056674718857
Loss at iteration 410 : 0.01593932881951332
Loss at iteration 420 : 0.017131567001342773
Loss at iteration 430 : 0.021780285984277725
Loss at iteration 440 : 0.014419284649193287
Loss at iteration 450 : 0.01638183742761612
Loss at iteration 460 : 0.016839422285556793
Loss at iteration 470 : 0.020876232534646988
Loss at iteration 480 : 0.012986177578568459
Loss at iteration 490 : 0.01112967450171709
Loss at iteration 500 : 0.02116546407341957
Loss at iteration 510 : 0.017188671976327896
Loss at iteration 520 : 0.021245520561933517
Loss at iteration 530 : 0.01700993999838829
Loss at iteration 540 : 0.021170249208807945
Loss at iteration 550 : 0.02284623309969902
Loss at iteration 560 : 0.01873321458697319
Loss at iteration 570 : 0.015745095908641815
Loss at iteration 580 : 0.018425004556775093
Loss at iteration 590 : 0.016860194504261017
Loss at iteration 600 : 0.016452951356768608
The SSIM Value is: 0.8069746176401774
The PSNR Value is: 19.81653772989909
the epoch is: 8
Loss at iteration 10 : 0.01465440820902586
Loss at iteration 20 : 0.024544134736061096
Loss at iteration 30 : 0.01762319728732109
Loss at iteration 40 : 0.01696823164820671
Loss at iteration 50 : 0.01863027736544609
Loss at iteration 60 : 0.013706311583518982
Loss at iteration 70 : 0.013180505484342575
Loss at iteration 80 : 0.01909170299768448
Loss at iteration 90 : 0.02190982550382614
Loss at iteration 100 : 0.012060500681400299
Loss at iteration 110 : 0.017708688974380493
Loss at iteration 120 : 0.014090200886130333
Loss at iteration 130 : 0.01313856616616249
Loss at iteration 140 : 0.017373675480484962
Loss at iteration 150 : 0.012548448517918587
Loss at iteration 160 : 0.012687464244663715
Loss at iteration 170 : 0.013405080884695053
Loss at iteration 180 : 0.014473565854132175
Loss at iteration 190 : 0.01380132045596838
Loss at iteration 200 : 0.009717436507344246
Loss at iteration 210 : 0.017474547028541565
Loss at iteration 220 : 0.009786536917090416
Loss at iteration 230 : 0.018772322684526443
Loss at iteration 240 : 0.013936159200966358
Loss at iteration 250 : 0.016603339463472366
Loss at iteration 260 : 0.016338836401700974
Loss at iteration 270 : 0.016680631786584854
Loss at iteration 280 : 0.021033426746726036
Loss at iteration 290 : 0.017735667526721954
Loss at iteration 300 : 0.01448691263794899
Loss at iteration 310 : 0.02193649485707283
Loss at iteration 320 : 0.017591692507267
Loss at iteration 330 : 0.018131226301193237
Loss at iteration 340 : 0.013122810050845146
Loss at iteration 350 : 0.01512833870947361
Loss at iteration 360 : 0.018312953412532806
Loss at iteration 370 : 0.02441355399787426
Loss at iteration 380 : 0.021559415385127068
Loss at iteration 390 : 0.014133291319012642
Loss at iteration 400 : 0.012925834394991398
Loss at iteration 410 : 0.01729762926697731
Loss at iteration 420 : 0.014425672590732574
Loss at iteration 430 : 0.0150266382843256
Loss at iteration 440 : 0.012540021911263466
Loss at iteration 450 : 0.014556792564690113
Loss at iteration 460 : 0.012900148518383503
Loss at iteration 470 : 0.014492577873170376
Loss at iteration 480 : 0.013051070272922516
Loss at iteration 490 : 0.016443464905023575
Loss at iteration 500 : 0.014780526980757713
Loss at iteration 510 : 0.012197691947221756
Loss at iteration 520 : 0.017035745084285736
Loss at iteration 530 : 0.016001703217625618
Loss at iteration 540 : 0.010543077252805233
Loss at iteration 550 : 0.021039946004748344
Loss at iteration 560 : 0.012365433387458324
Loss at iteration 570 : 0.012874404899775982
Loss at iteration 580 : 0.009849395602941513
Loss at iteration 590 : 0.016229745000600815
Loss at iteration 600 : 0.01564851775765419
The SSIM Value is: 0.8035243391990662
The PSNR Value is: 19.525187810262043
the epoch is: 9
Loss at iteration 10 : 0.014587152749300003
Loss at iteration 20 : 0.011475775390863419
Loss at iteration 30 : 0.013645933009684086
Loss at iteration 40 : 0.014187498949468136
Loss at iteration 50 : 0.023463420569896698
Loss at iteration 60 : 0.019166385754942894
Loss at iteration 70 : 0.013636669144034386
Loss at iteration 80 : 0.015393721871078014
Loss at iteration 90 : 0.024683503434062004
Loss at iteration 100 : 0.012995156459510326
Loss at iteration 110 : 0.0170430988073349
Loss at iteration 120 : 0.018012184649705887
Loss at iteration 130 : 0.01161666214466095
Loss at iteration 140 : 0.01651938632130623
Loss at iteration 150 : 0.01389920711517334
Loss at iteration 160 : 0.01872904971241951
Loss at iteration 170 : 0.016480199992656708
Loss at iteration 180 : 0.01818178966641426
Loss at iteration 190 : 0.016270607709884644
Loss at iteration 200 : 0.014164688065648079
Loss at iteration 210 : 0.01687440276145935
Loss at iteration 220 : 0.015912115573883057
Loss at iteration 230 : 0.013807743787765503
Loss at iteration 240 : 0.012659162282943726
Loss at iteration 250 : 0.012713193893432617
Loss at iteration 260 : 0.011279180645942688
Loss at iteration 270 : 0.018183905631303787
Loss at iteration 280 : 0.0181029811501503
Loss at iteration 290 : 0.013543512672185898
Loss at iteration 300 : 0.012857425957918167
Loss at iteration 310 : 0.015869544818997383
Loss at iteration 320 : 0.012719923630356789
Loss at iteration 330 : 0.01421240996569395
Loss at iteration 340 : 0.017004065215587616
Loss at iteration 350 : 0.01524023525416851
Loss at iteration 360 : 0.012835079804062843
Loss at iteration 370 : 0.016221672296524048
Loss at iteration 380 : 0.016610031947493553
Loss at iteration 390 : 0.014661792665719986
Loss at iteration 400 : 0.017567060887813568
Loss at iteration 410 : 0.019088782370090485
Loss at iteration 420 : 0.01295202225446701
Loss at iteration 430 : 0.011789679527282715
Loss at iteration 440 : 0.014633886516094208
Loss at iteration 450 : 0.01738870143890381
Loss at iteration 460 : 0.013478345237672329
Loss at iteration 470 : 0.013923975639045238
Loss at iteration 480 : 0.012400472536683083
Loss at iteration 490 : 0.015507876873016357
Loss at iteration 500 : 0.018227551132440567
Loss at iteration 510 : 0.012971758842468262
Loss at iteration 520 : 0.024048656225204468
Loss at iteration 530 : 0.016166405752301216
Loss at iteration 540 : 0.013712255284190178
Loss at iteration 550 : 0.01866375282406807
Loss at iteration 560 : 0.016370102763175964
Loss at iteration 570 : 0.01656307280063629
