Namespace(gpu_id=0, img_path='/home/wsz/workspace/Data/LOLdataset/our485_patch/low/', img_val_path='/home/wsz/workspace/Data/LOLdataset/eval15/low/', batch_size=8, lr=0.0002, weight_decay=0, pretrain_dir=None, num_epochs=200, display_iter=10, snapshots_folder='workdirs/snapshots_folder_lol_v1_patch_u2net_ploss_wo_global_220920')
Total examples: 4850
Total examples: 15
the device is: cuda:0
######## Start IAT Training #########
the epoch is: 0
/home/wsz/miniconda3/envs/kang/lib/python3.9/site-packages/torch/nn/functional.py:3509: UserWarning: nn.functional.upsample is deprecated. Use nn.functional.interpolate instead.
  warnings.warn("nn.functional.upsample is deprecated. Use nn.functional.interpolate instead.")
Loss at iteration 600 : 0.01750120148062706
The SSIM Value is: 0.6836048682530721
The PSNR Value is: 15.779016621907552
the highest SSIM value is: 15.779016621907552
the epoch is: 1
Loss at iteration 10 : 0.01829197257757187
Loss at iteration 20 : 0.01960628107190132
Loss at iteration 30 : 0.02359248697757721
Loss at iteration 40 : 0.0242913868278265
Loss at iteration 50 : 0.020654741674661636
Loss at iteration 60 : 0.01739620976150036
Loss at iteration 70 : 0.018736457452178
Loss at iteration 80 : 0.02386920154094696
Loss at iteration 90 : 0.020169565454125404
Loss at iteration 100 : 0.017520539462566376
Loss at iteration 110 : 0.021920908242464066
Loss at iteration 120 : 0.020173126831650734
Loss at iteration 130 : 0.017932480201125145
Loss at iteration 140 : 0.01883094385266304
Loss at iteration 150 : 0.021685950458049774
Loss at iteration 160 : 0.023167438805103302
Loss at iteration 170 : 0.02080528996884823
Loss at iteration 180 : 0.022793080657720566
Loss at iteration 190 : 0.0247340090572834
Loss at iteration 200 : 0.020220469683408737
Loss at iteration 210 : 0.021946020424365997
Loss at iteration 220 : 0.020556360483169556
Loss at iteration 230 : 0.018141165375709534
Loss at iteration 240 : 0.026280371472239494
Loss at iteration 250 : 0.023131057620048523
Loss at iteration 260 : 0.024883650243282318
Loss at iteration 270 : 0.015495146624743938
Loss at iteration 280 : 0.01811959035694599
Loss at iteration 290 : 0.021143902093172073
Loss at iteration 300 : 0.018030308187007904
Loss at iteration 310 : 0.021175002679228783
Loss at iteration 320 : 0.013118943199515343
Loss at iteration 330 : 0.018998974934220314
Loss at iteration 340 : 0.01804126240313053
Loss at iteration 350 : 0.016360275447368622
Loss at iteration 360 : 0.01387168187648058
Loss at iteration 370 : 0.017495427280664444
Loss at iteration 380 : 0.0215223990380764
Loss at iteration 390 : 0.021952159702777863
Loss at iteration 400 : 0.01994756981730461
Loss at iteration 410 : 0.02546853758394718
Loss at iteration 420 : 0.015419993549585342
Loss at iteration 430 : 0.01510600559413433
Loss at iteration 440 : 0.019402720034122467
Loss at iteration 450 : 0.02660752832889557
Loss at iteration 460 : 0.016797618940472603
Loss at iteration 470 : 0.025763660669326782
Loss at iteration 480 : 0.01846521906554699
Loss at iteration 490 : 0.016349371522665024
Loss at iteration 500 : 0.025882676243782043
Loss at iteration 510 : 0.01478089950978756
Loss at iteration 520 : 0.018214501440525055
Loss at iteration 530 : 0.02407858893275261
Loss at iteration 540 : 0.02213970199227333
Loss at iteration 550 : 0.017120126634836197
Loss at iteration 560 : 0.015290660783648491
Loss at iteration 570 : 0.019998058676719666
Loss at iteration 580 : 0.0169416144490242
Loss at iteration 590 : 0.01993085816502571
Loss at iteration 600 : 0.024542007595300674
The SSIM Value is: 0.6588064504166444
The PSNR Value is: 14.940332825978597
the epoch is: 2
Loss at iteration 10 : 0.019670333713293076
Loss at iteration 20 : 0.015440989285707474
Loss at iteration 30 : 0.016479957848787308
Loss at iteration 40 : 0.02357913926243782
Loss at iteration 50 : 0.021169394254684448
Loss at iteration 60 : 0.01767636463046074
Loss at iteration 70 : 0.022844266146421432
Loss at iteration 80 : 0.011009481735527515
Loss at iteration 90 : 0.015946414321660995
Loss at iteration 100 : 0.015820106491446495
Loss at iteration 110 : 0.020534172654151917
Loss at iteration 120 : 0.017952799797058105
Loss at iteration 130 : 0.016662340611219406
Loss at iteration 140 : 0.015002142637968063
Loss at iteration 150 : 0.022329848259687424
Loss at iteration 160 : 0.018159864470362663
Loss at iteration 170 : 0.02006404846906662
Loss at iteration 180 : 0.017118047922849655
Loss at iteration 190 : 0.022682417184114456
Loss at iteration 200 : 0.02484217658638954
Loss at iteration 210 : 0.01715824007987976
Loss at iteration 220 : 0.016302913427352905
Loss at iteration 230 : 0.016475927084684372
Loss at iteration 240 : 0.018343672156333923
Loss at iteration 250 : 0.021311767399311066
Loss at iteration 260 : 0.014752921648323536
Loss at iteration 270 : 0.01920659840106964
Loss at iteration 280 : 0.012907502241432667
Loss at iteration 290 : 0.017205508425831795
Loss at iteration 300 : 0.01628953404724598
Loss at iteration 310 : 0.0205051489174366
Loss at iteration 320 : 0.014458444900810719
Loss at iteration 330 : 0.017447805032134056
Loss at iteration 340 : 0.017994899302721024
Loss at iteration 350 : 0.02289717271924019
Loss at iteration 360 : 0.017267532646656036
Loss at iteration 370 : 0.016499122604727745
Loss at iteration 380 : 0.017215928062796593
Loss at iteration 390 : 0.01724141277372837
Loss at iteration 400 : 0.018049020320177078
Loss at iteration 410 : 0.0186355859041214
Loss at iteration 420 : 0.01858544908463955
Loss at iteration 430 : 0.013218143954873085
Loss at iteration 440 : 0.017672833055257797
Loss at iteration 450 : 0.018613649532198906
Loss at iteration 460 : 0.016165830194950104
Loss at iteration 470 : 0.018867086619138718
Loss at iteration 480 : 0.025502074509859085
Loss at iteration 490 : 0.01939326524734497
Loss at iteration 500 : 0.01627977192401886
Loss at iteration 510 : 0.01400136947631836
Loss at iteration 520 : 0.02270691841840744
Loss at iteration 530 : 0.01656065322458744
Loss at iteration 540 : 0.01341756246984005
Loss at iteration 550 : 0.013704599812626839
Loss at iteration 560 : 0.022030983120203018
Loss at iteration 570 : 0.02715316042304039
Loss at iteration 580 : 0.01673111505806446
Loss at iteration 590 : 0.016040891408920288
Loss at iteration 600 : 0.018680604174733162
The SSIM Value is: 0.7934118668238322
The PSNR Value is: 18.29664357503255
the highest SSIM value is: 18.29664357503255
the epoch is: 3
Loss at iteration 10 : 0.02113053947687149
Loss at iteration 20 : 0.024607185274362564
Loss at iteration 30 : 0.02205554023385048
Loss at iteration 40 : 0.020442495122551918
Loss at iteration 50 : 0.021830152720212936
Loss at iteration 60 : 0.014599481597542763
Loss at iteration 70 : 0.028961829841136932
Loss at iteration 80 : 0.013921319507062435
Loss at iteration 90 : 0.027272392064332962
Loss at iteration 100 : 0.020179245620965958
Loss at iteration 110 : 0.017943039536476135
Loss at iteration 120 : 0.017158962786197662
Loss at iteration 130 : 0.016260722652077675
Loss at iteration 140 : 0.014653034508228302
Loss at iteration 150 : 0.0219096876680851
Loss at iteration 160 : 0.01572827249765396
Loss at iteration 170 : 0.02713337168097496
Loss at iteration 180 : 0.017108429223299026
Loss at iteration 190 : 0.01780444011092186
Loss at iteration 200 : 0.01847202517092228
Loss at iteration 210 : 0.015558158047497272
Loss at iteration 220 : 0.016429390758275986
Loss at iteration 230 : 0.02579871378839016
Loss at iteration 240 : 0.018765002489089966
Loss at iteration 250 : 0.012752917595207691
Loss at iteration 260 : 0.016476290300488472
Loss at iteration 270 : 0.020349707454442978
Loss at iteration 280 : 0.018613452091813087
Loss at iteration 290 : 0.019641023129224777
Loss at iteration 300 : 0.01216529868543148
Loss at iteration 310 : 0.015210526064038277
Loss at iteration 320 : 0.018482983112335205
Loss at iteration 330 : 0.016157593578100204
Loss at iteration 340 : 0.01766304485499859
Loss at iteration 350 : 0.01598241552710533
Loss at iteration 360 : 0.0113172996789217
Loss at iteration 370 : 0.017284315079450607
Loss at iteration 380 : 0.011704027652740479
Loss at iteration 390 : 0.011542940512299538
Loss at iteration 400 : 0.020286042243242264
Loss at iteration 410 : 0.01860995776951313
Loss at iteration 420 : 0.0181125495582819
Loss at iteration 430 : 0.01884249970316887
Loss at iteration 440 : 0.0167546346783638
Loss at iteration 450 : 0.01793263852596283
Loss at iteration 460 : 0.020307263359427452
Loss at iteration 470 : 0.010705370455980301
Loss at iteration 480 : 0.018081199377775192
Loss at iteration 490 : 0.01703876629471779
Loss at iteration 500 : 0.018533939495682716
Loss at iteration 510 : 0.012454656884074211
Loss at iteration 520 : 0.015287984162569046
Loss at iteration 530 : 0.01886805146932602
Loss at iteration 540 : 0.019231975078582764
Loss at iteration 550 : 0.01741539128124714
Loss at iteration 560 : 0.017433080822229385
Loss at iteration 570 : 0.012326408177614212
Loss at iteration 580 : 0.019744399935007095
Loss at iteration 590 : 0.01806156150996685
Loss at iteration 600 : 0.02086629904806614
The SSIM Value is: 0.783579687277476
The PSNR Value is: 17.212669626871744
the epoch is: 4
Loss at iteration 10 : 0.02059335634112358
Loss at iteration 20 : 0.018956627696752548
Loss at iteration 30 : 0.011798018589615822
Loss at iteration 40 : 0.019232477992773056
Loss at iteration 50 : 0.0194549560546875
Loss at iteration 60 : 0.012587822042405605
Loss at iteration 70 : 0.014709686860442162
Loss at iteration 80 : 0.01673812046647072
Loss at iteration 90 : 0.025277353823184967
Loss at iteration 100 : 0.01944231614470482
Loss at iteration 110 : 0.01786564104259014
Loss at iteration 120 : 0.016555627807974815
Loss at iteration 130 : 0.01709074154496193
Loss at iteration 140 : 0.013937671668827534
Loss at iteration 150 : 0.014075495302677155
Loss at iteration 160 : 0.016190286725759506
Loss at iteration 170 : 0.02117745578289032
Loss at iteration 180 : 0.02005431242287159
Loss at iteration 190 : 0.023439904674887657
Loss at iteration 200 : 0.012395278550684452
Loss at iteration 210 : 0.01685343123972416
Loss at iteration 220 : 0.015048444271087646
Loss at iteration 230 : 0.019656671211123466
Loss at iteration 240 : 0.014768986962735653
Loss at iteration 250 : 0.01790112815797329
Loss at iteration 260 : 0.014356903731822968
Loss at iteration 270 : 0.014186406508088112
Loss at iteration 280 : 0.018314989283680916
Loss at iteration 290 : 0.016528284177184105
Loss at iteration 300 : 0.013681439682841301
Loss at iteration 310 : 0.016319092363119125
Loss at iteration 320 : 0.019655859097838402
Loss at iteration 330 : 0.013243167661130428
Loss at iteration 340 : 0.014643310569226742
Loss at iteration 350 : 0.015391649678349495
Loss at iteration 360 : 0.01462375745177269
Loss at iteration 370 : 0.021704446524381638
Loss at iteration 380 : 0.017485840246081352
Loss at iteration 390 : 0.017990995198488235
Loss at iteration 400 : 0.023079803213477135
Loss at iteration 410 : 0.011779148131608963
Loss at iteration 420 : 0.013235736638307571
Loss at iteration 430 : 0.01528918370604515
Loss at iteration 440 : 0.02719421312212944
Loss at iteration 450 : 0.011763329617679119
Loss at iteration 460 : 0.019400769844651222
Loss at iteration 470 : 0.012996705248951912
Loss at iteration 480 : 0.022952590137720108
Loss at iteration 490 : 0.017583556473255157
Loss at iteration 500 : 0.019240062683820724
Loss at iteration 510 : 0.02085423842072487
Loss at iteration 520 : 0.017813153564929962
Loss at iteration 530 : 0.015234602615237236
Loss at iteration 540 : 0.018541142344474792
Loss at iteration 550 : 0.016501400619745255
Loss at iteration 560 : 0.017154287546873093
Loss at iteration 570 : 0.012318745255470276
Loss at iteration 580 : 0.01265595480799675
Loss at iteration 590 : 0.020399505272507668
Loss at iteration 600 : 0.02077547460794449
The SSIM Value is: 0.7806218862533569
The PSNR Value is: 17.82957757314046
the epoch is: 5
Loss at iteration 10 : 0.019386645406484604
Loss at iteration 20 : 0.022869516164064407
Loss at iteration 30 : 0.020379703491926193
Loss at iteration 40 : 0.021372588351368904
Loss at iteration 50 : 0.015797344967722893
Loss at iteration 60 : 0.010649332776665688
Loss at iteration 70 : 0.0168776698410511
Loss at iteration 80 : 0.021406808868050575
Loss at iteration 90 : 0.017652243375778198
Loss at iteration 100 : 0.01301634032279253
Loss at iteration 110 : 0.01604831963777542
Loss at iteration 120 : 0.01979941315948963
Loss at iteration 130 : 0.012758406810462475
Loss at iteration 140 : 0.015362191945314407
Loss at iteration 150 : 0.017986716702580452
Loss at iteration 160 : 0.027098387479782104
Loss at iteration 170 : 0.02113238349556923
Loss at iteration 180 : 0.01722213625907898
Loss at iteration 190 : 0.01612352579832077
Loss at iteration 200 : 0.0161041971296072
Loss at iteration 210 : 0.02212825044989586
Loss at iteration 220 : 0.01436558086425066
Loss at iteration 230 : 0.014179322868585587
Loss at iteration 240 : 0.01727946475148201
Loss at iteration 250 : 0.019716113805770874
Loss at iteration 260 : 0.015336260199546814
Loss at iteration 270 : 0.01252975594252348
Loss at iteration 280 : 0.014696485362946987
Loss at iteration 290 : 0.013161703944206238
Loss at iteration 300 : 0.015281995758414268
Loss at iteration 310 : 0.012766868807375431
Loss at iteration 320 : 0.031130239367485046
Loss at iteration 330 : 0.017839066684246063
Loss at iteration 340 : 0.017056016251444817
Loss at iteration 350 : 0.01376043725758791
Loss at iteration 360 : 0.025807159021496773
Loss at iteration 370 : 0.012353580445051193
Loss at iteration 380 : 0.01574617624282837
Loss at iteration 390 : 0.015239204280078411
Loss at iteration 400 : 0.017903201282024384
Loss at iteration 410 : 0.014824941754341125
Loss at iteration 420 : 0.01337619312107563
Loss at iteration 430 : 0.014551222324371338
Loss at iteration 440 : 0.018046703189611435
Loss at iteration 450 : 0.01572519540786743
Loss at iteration 460 : 0.026038898155093193
Loss at iteration 470 : 0.01893281191587448
Loss at iteration 480 : 0.022918839007616043
Loss at iteration 490 : 0.01223732903599739
Loss at iteration 500 : 0.012951827608048916
Loss at iteration 510 : 0.014464782550930977
Loss at iteration 520 : 0.022850239649415016
Loss at iteration 530 : 0.019104138016700745
Loss at iteration 540 : 0.018478896468877792
Loss at iteration 550 : 0.029172822833061218
Loss at iteration 560 : 0.016387352719902992
Loss at iteration 570 : 0.015344726853072643
Loss at iteration 580 : 0.020691493526101112
Loss at iteration 590 : 0.01396922767162323
Loss at iteration 600 : 0.01724916137754917
The SSIM Value is: 0.7397858003775278
The PSNR Value is: 15.968818728129069
the epoch is: 6
Loss at iteration 10 : 0.010980634018778801
Loss at iteration 20 : 0.017267338931560516
Loss at iteration 30 : 0.016566893085837364
Loss at iteration 40 : 0.015257488004863262
Loss at iteration 50 : 0.014877138659358025
Loss at iteration 60 : 0.01749517396092415
Loss at iteration 70 : 0.018253052607178688
Loss at iteration 80 : 0.01307708490639925
Loss at iteration 90 : 0.015046698972582817
Loss at iteration 100 : 0.015195785090327263
Loss at iteration 110 : 0.01255103200674057
Loss at iteration 120 : 0.016449756920337677
Loss at iteration 130 : 0.01709737442433834
Loss at iteration 140 : 0.012513143941760063
Loss at iteration 150 : 0.015371294692158699
Loss at iteration 160 : 0.013770326972007751
Loss at iteration 170 : 0.014173487201333046
Loss at iteration 180 : 0.021139781922101974
Loss at iteration 190 : 0.011924137361347675
Loss at iteration 200 : 0.014484219253063202
Loss at iteration 210 : 0.015467569231987
Loss at iteration 220 : 0.014984548091888428
Loss at iteration 230 : 0.02070651948451996
Loss at iteration 240 : 0.014527950435876846
Loss at iteration 250 : 0.016552217304706573
Loss at iteration 260 : 0.014230345375835896
Loss at iteration 270 : 0.015156470239162445
Loss at iteration 280 : 0.01975349709391594
Loss at iteration 290 : 0.016617724671959877
Loss at iteration 300 : 0.023073628544807434
Loss at iteration 310 : 0.01564539223909378
Loss at iteration 320 : 0.0172649584710598
Loss at iteration 330 : 0.02105964720249176
Loss at iteration 340 : 0.015714308246970177
Loss at iteration 350 : 0.014849772676825523
Loss at iteration 360 : 0.016286250203847885
Loss at iteration 370 : 0.02323446236550808
Loss at iteration 380 : 0.014828456565737724
Loss at iteration 390 : 0.015353616327047348
Loss at iteration 400 : 0.020102310925722122
Loss at iteration 410 : 0.020357171073555946
Loss at iteration 420 : 0.02545969747006893
Loss at iteration 430 : 0.015077314339578152
Loss at iteration 440 : 0.024908587336540222
Loss at iteration 450 : 0.020182058215141296
Loss at iteration 460 : 0.017299875617027283
Loss at iteration 470 : 0.023202113807201385
Loss at iteration 480 : 0.013062812387943268
Loss at iteration 490 : 0.02205006033182144
Loss at iteration 500 : 0.020987985655665398
Loss at iteration 510 : 0.012898880057036877
Loss at iteration 520 : 0.013958361931145191
Loss at iteration 530 : 0.014066495932638645
Loss at iteration 540 : 0.015218337066471577
Loss at iteration 550 : 0.012291911989450455
Loss at iteration 560 : 0.016438346356153488
Loss at iteration 570 : 0.018602591007947922
Loss at iteration 580 : 0.015816697850823402
Loss at iteration 590 : 0.014336202293634415
Loss at iteration 600 : 0.010517253540456295
The SSIM Value is: 0.7906245628992716
The PSNR Value is: 17.506287002563475
the epoch is: 7
Loss at iteration 10 : 0.019253266975283623
Loss at iteration 20 : 0.014602439478039742
Loss at iteration 30 : 0.017055703327059746
Loss at iteration 40 : 0.022640615701675415
Loss at iteration 50 : 0.016198905184864998
Loss at iteration 60 : 0.022070448845624924
Loss at iteration 70 : 0.013611581176519394
Loss at iteration 80 : 0.016971055418252945
Loss at iteration 90 : 0.020293748006224632
Loss at iteration 100 : 0.015595730394124985
Loss at iteration 110 : 0.01524443831294775
Loss at iteration 120 : 0.016269031912088394
Loss at iteration 130 : 0.012537219561636448
Loss at iteration 140 : 0.020099371671676636
Loss at iteration 150 : 0.01902075856924057
Loss at iteration 160 : 0.021931998431682587
Loss at iteration 170 : 0.019545435905456543
Loss at iteration 180 : 0.018803976476192474
Loss at iteration 190 : 0.01943649724125862
Loss at iteration 200 : 0.0121956467628479
Loss at iteration 210 : 0.019358914345502853
Loss at iteration 220 : 0.01388835720717907
Loss at iteration 230 : 0.01204017736017704
Loss at iteration 240 : 0.010540066286921501
Loss at iteration 250 : 0.024181390181183815
Loss at iteration 260 : 0.015613081865012646
Loss at iteration 270 : 0.01197446696460247
Loss at iteration 280 : 0.011047376319766045
Loss at iteration 290 : 0.016516003757715225
Loss at iteration 300 : 0.012267479673027992
Loss at iteration 310 : 0.01582646556198597
Loss at iteration 320 : 0.019453754648566246
Loss at iteration 330 : 0.022413507103919983
Loss at iteration 340 : 0.021786903962492943
Loss at iteration 350 : 0.016535066068172455
Loss at iteration 360 : 0.01300043985247612
Loss at iteration 370 : 0.015002308413386345
Loss at iteration 380 : 0.01232856884598732
Loss at iteration 390 : 0.015596368350088596
Loss at iteration 400 : 0.01728944666683674
Loss at iteration 410 : 0.01678687520325184
Loss at iteration 420 : 0.01496262475848198
Loss at iteration 430 : 0.01358753815293312
Loss at iteration 440 : 0.009801473468542099
Loss at iteration 450 : 0.017414556816220284
Loss at iteration 460 : 0.014018341898918152
Loss at iteration 470 : 0.0169058907777071
Loss at iteration 480 : 0.015759823843836784
Loss at iteration 490 : 0.01864931359887123
Loss at iteration 500 : 0.014053603634238243
Loss at iteration 510 : 0.01724543422460556
Loss at iteration 520 : 0.019005535170435905
Loss at iteration 530 : 0.014055446721613407
Loss at iteration 540 : 0.01030605286359787
Loss at iteration 550 : 0.013306355103850365
Loss at iteration 560 : 0.020068326964974403
Loss at iteration 570 : 0.024893363937735558
Loss at iteration 580 : 0.01300615631043911
Loss at iteration 590 : 0.017235057428479195
Loss at iteration 600 : 0.01497301459312439
The SSIM Value is: 0.7818508386611939
The PSNR Value is: 16.75037892659505
the epoch is: 8
Loss at iteration 10 : 0.016842655837535858
Loss at iteration 20 : 0.012964724563062191
Loss at iteration 30 : 0.013909277506172657
Loss at iteration 40 : 0.015982575714588165
Loss at iteration 50 : 0.01441208366304636
Loss at iteration 60 : 0.018956366926431656
Loss at iteration 70 : 0.018265221267938614
Loss at iteration 80 : 0.014812389388680458
Loss at iteration 90 : 0.010528486222028732
Loss at iteration 100 : 0.012042808346450329
Loss at iteration 110 : 0.02003980614244938
Loss at iteration 120 : 0.01598137989640236
Loss at iteration 130 : 0.02184646762907505
Loss at iteration 140 : 0.01375949289649725
Loss at iteration 150 : 0.016149424016475677
Loss at iteration 160 : 0.01287975162267685
Loss at iteration 170 : 0.011527130380272865
Loss at iteration 180 : 0.012784999795258045
Loss at iteration 190 : 0.012978294864296913
Loss at iteration 200 : 0.011385980062186718
Loss at iteration 210 : 0.010335735976696014
Loss at iteration 220 : 0.01807914488017559
Loss at iteration 230 : 0.009928843006491661
Loss at iteration 240 : 0.011455738916993141
Loss at iteration 250 : 0.02782967872917652
Loss at iteration 260 : 0.012158055789768696
Loss at iteration 270 : 0.014391624368727207
Loss at iteration 280 : 0.017495375126600266
Loss at iteration 290 : 0.015209745615720749
Loss at iteration 300 : 0.012032072059810162
Loss at iteration 310 : 0.017195438966155052
Loss at iteration 320 : 0.01622667722404003
Loss at iteration 330 : 0.015643443912267685
Loss at iteration 340 : 0.01132257655262947
Loss at iteration 350 : 0.017705585807561874
Loss at iteration 360 : 0.0161651112139225
Loss at iteration 370 : 0.012926159426569939
Loss at iteration 380 : 0.01490726601332426
Loss at iteration 390 : 0.01865050569176674
Loss at iteration 400 : 0.017144516110420227
Loss at iteration 410 : 0.016825534403324127
Loss at iteration 420 : 0.02422201819717884
Loss at iteration 430 : 0.017272157594561577
Loss at iteration 440 : 0.01417562086135149
Loss at iteration 450 : 0.018956322222948074
Loss at iteration 460 : 0.013649937696754932
Loss at iteration 470 : 0.012418951839208603
Loss at iteration 480 : 0.012735639698803425
Loss at iteration 490 : 0.014053599908947945
Loss at iteration 500 : 0.016841337084770203
Loss at iteration 510 : 0.018327973783016205
Loss at iteration 520 : 0.016124369576573372
Loss at iteration 530 : 0.021820303052663803
Loss at iteration 540 : 0.012702986598014832
Loss at iteration 550 : 0.016795851290225983
Loss at iteration 560 : 0.022555269300937653
Loss at iteration 570 : 0.011881344020366669
Loss at iteration 580 : 0.014911691658198833
Loss at iteration 590 : 0.012107880786061287
Loss at iteration 600 : 0.013799656182527542
The SSIM Value is: 0.7889931042989095
The PSNR Value is: 17.802579180399576
the epoch is: 9
Loss at iteration 10 : 0.0178475733846426
Loss at iteration 20 : 0.013575514778494835
Loss at iteration 30 : 0.01842489279806614
Loss at iteration 40 : 0.01489125657826662
Loss at iteration 50 : 0.015026976354420185
Loss at iteration 60 : 0.018143147230148315
Loss at iteration 70 : 0.013686897233128548
Loss at iteration 80 : 0.019552728161215782
Loss at iteration 90 : 0.0221206434071064
Loss at iteration 100 : 0.015705270692706108
Loss at iteration 110 : 0.014847865328192711
Loss at iteration 120 : 0.015998996794223785
Loss at iteration 130 : 0.01651512086391449
Loss at iteration 140 : 0.015957612544298172
Loss at iteration 150 : 0.018180081620812416
Loss at iteration 160 : 0.016522105783224106
Loss at iteration 170 : 0.014689422212541103
Loss at iteration 180 : 0.014175540767610073
Loss at iteration 190 : 0.017268788069486618
Loss at iteration 200 : 0.02305486612021923
Loss at iteration 210 : 0.011936166323721409
Loss at iteration 220 : 0.017203081399202347
Loss at iteration 230 : 0.01557384617626667
Loss at iteration 240 : 0.015116460621356964
Loss at iteration 250 : 0.015313430689275265
Loss at iteration 260 : 0.015174558386206627
Loss at iteration 270 : 0.013223746791481972
Loss at iteration 280 : 0.014592747204005718
Loss at iteration 290 : 0.01672549918293953
Loss at iteration 300 : 0.02017667517066002
Loss at iteration 310 : 0.020477943122386932
Loss at iteration 320 : 0.0178266279399395
Loss at iteration 330 : 0.01810517907142639
Loss at iteration 340 : 0.017525218427181244
Loss at iteration 350 : 0.01512821950018406
Loss at iteration 360 : 0.016515493392944336
Loss at iteration 370 : 0.018179893493652344
Loss at iteration 380 : 0.020034220069646835
Loss at iteration 390 : 0.02018563449382782
Loss at iteration 400 : 0.01341062318533659
Loss at iteration 410 : 0.013628552667796612
Loss at iteration 420 : 0.013920119032263756
Loss at iteration 430 : 0.013247204944491386
Loss at iteration 440 : 0.012450609356164932
Loss at iteration 450 : 0.01713981106877327
Loss at iteration 460 : 0.01564260944724083
Loss at iteration 470 : 0.015145361423492432
Loss at iteration 480 : 0.01703060418367386
Loss at iteration 490 : 0.01294264942407608
Loss at iteration 500 : 0.026481442153453827
Loss at iteration 510 : 0.014032045379281044
Loss at iteration 520 : 0.016337450593709946
Loss at iteration 530 : 0.015144026838243008
Loss at iteration 540 : 0.016104016453027725
Loss at iteration 550 : 0.013668285682797432
Loss at iteration 560 : 0.011584749445319176
Loss at iteration 570 : 0.029341524466872215
Loss at iteration 580 : 0.0139083880931139
Loss at iteration 590 : 0.01881982758641243
Loss at iteration 600 : 0.013724265620112419
