Namespace(gpu_id=0, img_path='/home/wsz/workspace/Data/LOLdataset/our485_patch/low/', img_val_path='/home/wsz/workspace/Data/LOLdataset/eval15/low/', batch_size=8, lr=0.0002, weight_decay=0, pretrain_dir=None, num_epochs=200, display_iter=10, snapshots_folder='workdirs/snapshots_folder_lol_v1_patch_unet_weight_wo_globel_221006')
Total examples: 4850
Total examples: 15
the device is: cuda:0
######## Start IAT Training #########
the epoch is: 0
/home/wsz/miniconda3/envs/kang/lib/python3.9/site-packages/torch/nn/functional.py:3509: UserWarning: nn.functional.upsample is deprecated. Use nn.functional.interpolate instead.
  warnings.warn("nn.functional.upsample is deprecated. Use nn.functional.interpolate instead.")
Loss at iteration 600 : 0.027569040656089783
The SSIM Value is: 0.6849520782629649
The PSNR Value is: 15.123181597391765
the highest SSIM value is: 15.123181597391765
the epoch is: 1
Loss at iteration 10 : 0.01691192016005516
Loss at iteration 20 : 0.0243257787078619
Loss at iteration 30 : 0.025392282754182816
Loss at iteration 40 : 0.023357033729553223
Loss at iteration 50 : 0.031559836119413376
Loss at iteration 60 : 0.025998413562774658
Loss at iteration 70 : 0.024746906012296677
Loss at iteration 80 : 0.024816812947392464
Loss at iteration 90 : 0.024787943810224533
Loss at iteration 100 : 0.020799534395337105
Loss at iteration 110 : 0.02304757758975029
Loss at iteration 120 : 0.030213188380002975
Loss at iteration 130 : 0.02507849782705307
Loss at iteration 140 : 0.022313453257083893
Loss at iteration 150 : 0.022749118506908417
Loss at iteration 160 : 0.02468460611999035
Loss at iteration 170 : 0.026281744241714478
Loss at iteration 180 : 0.020665492862462997
Loss at iteration 190 : 0.03678981959819794
Loss at iteration 200 : 0.035752080380916595
Loss at iteration 210 : 0.01968010514974594
Loss at iteration 220 : 0.02255101129412651
Loss at iteration 230 : 0.02149086259305477
Loss at iteration 240 : 0.020197663456201553
Loss at iteration 250 : 0.030246175825595856
Loss at iteration 260 : 0.026389095932245255
Loss at iteration 270 : 0.030593909323215485
Loss at iteration 280 : 0.02506697177886963
Loss at iteration 290 : 0.024182580411434174
Loss at iteration 300 : 0.022239238023757935
Loss at iteration 310 : 0.017222795635461807
Loss at iteration 320 : 0.023534756153821945
Loss at iteration 330 : 0.020686611533164978
Loss at iteration 340 : 0.020300382748246193
Loss at iteration 350 : 0.022650957107543945
Loss at iteration 360 : 0.031217459589242935
Loss at iteration 370 : 0.025964796543121338
Loss at iteration 380 : 0.02614910714328289
Loss at iteration 390 : 0.02923152782022953
Loss at iteration 400 : 0.01763135939836502
Loss at iteration 410 : 0.024198073893785477
Loss at iteration 420 : 0.02639077603816986
Loss at iteration 430 : 0.021420449018478394
Loss at iteration 440 : 0.026723170652985573
Loss at iteration 450 : 0.029589418321847916
Loss at iteration 460 : 0.016969528049230576
Loss at iteration 470 : 0.019265806302428246
Loss at iteration 480 : 0.016920465975999832
Loss at iteration 490 : 0.0142136849462986
Loss at iteration 500 : 0.018539004027843475
Loss at iteration 510 : 0.019019197672605515
Loss at iteration 520 : 0.018050003796815872
Loss at iteration 530 : 0.024859583005309105
Loss at iteration 540 : 0.020915202796459198
Loss at iteration 550 : 0.020966660231351852
Loss at iteration 560 : 0.017858248203992844
Loss at iteration 570 : 0.029036879539489746
Loss at iteration 580 : 0.01995108090341091
Loss at iteration 590 : 0.019426554441452026
Loss at iteration 600 : 0.022104062139987946
The SSIM Value is: 0.6895013610521953
The PSNR Value is: 15.036294015248616
the epoch is: 2
Loss at iteration 10 : 0.02114960178732872
Loss at iteration 20 : 0.0209907665848732
Loss at iteration 30 : 0.01506552379578352
Loss at iteration 40 : 0.024737689644098282
Loss at iteration 50 : 0.026065507903695107
Loss at iteration 60 : 0.017848391085863113
Loss at iteration 70 : 0.011849718168377876
Loss at iteration 80 : 0.0178682878613472
Loss at iteration 90 : 0.020840860903263092
Loss at iteration 100 : 0.017589502036571503
Loss at iteration 110 : 0.024593748152256012
Loss at iteration 120 : 0.020656445994973183
Loss at iteration 130 : 0.0197551678866148
Loss at iteration 140 : 0.018896251916885376
Loss at iteration 150 : 0.021662041544914246
Loss at iteration 160 : 0.021715277805924416
Loss at iteration 170 : 0.016129709780216217
Loss at iteration 180 : 0.026080045849084854
Loss at iteration 190 : 0.023829948157072067
Loss at iteration 200 : 0.018601220101118088
Loss at iteration 210 : 0.021642442792654037
Loss at iteration 220 : 0.018447404727339745
Loss at iteration 230 : 0.024205505847930908
Loss at iteration 240 : 0.021564321592450142
Loss at iteration 250 : 0.019234245643019676
Loss at iteration 260 : 0.024695629253983498
Loss at iteration 270 : 0.02321132831275463
Loss at iteration 280 : 0.022314324975013733
Loss at iteration 290 : 0.018637366592884064
Loss at iteration 300 : 0.02399001270532608
Loss at iteration 310 : 0.024457938969135284
Loss at iteration 320 : 0.03615609556436539
Loss at iteration 330 : 0.03160611540079117
Loss at iteration 340 : 0.02029694989323616
Loss at iteration 350 : 0.016990724951028824
Loss at iteration 360 : 0.017118290066719055
Loss at iteration 370 : 0.015540889464318752
Loss at iteration 380 : 0.021433928981423378
Loss at iteration 390 : 0.017149437218904495
Loss at iteration 400 : 0.028894394636154175
Loss at iteration 410 : 0.020730547606945038
Loss at iteration 420 : 0.02385076694190502
Loss at iteration 430 : 0.01649775169789791
Loss at iteration 440 : 0.025861265137791634
Loss at iteration 450 : 0.01409799326211214
Loss at iteration 460 : 0.02043764293193817
Loss at iteration 470 : 0.016994643956422806
Loss at iteration 480 : 0.022778771817684174
Loss at iteration 490 : 0.016930464655160904
Loss at iteration 500 : 0.020146409049630165
Loss at iteration 510 : 0.026346221566200256
Loss at iteration 520 : 0.023476185277104378
Loss at iteration 530 : 0.012589404359459877
Loss at iteration 540 : 0.014291267842054367
Loss at iteration 550 : 0.02624211087822914
Loss at iteration 560 : 0.02125515043735504
Loss at iteration 570 : 0.016209080815315247
Loss at iteration 580 : 0.019534138962626457
Loss at iteration 590 : 0.016664080321788788
Loss at iteration 600 : 0.019117169082164764
The SSIM Value is: 0.7350121895472209
The PSNR Value is: 16.042484982808432
the highest SSIM value is: 16.042484982808432
the epoch is: 3
Loss at iteration 10 : 0.01942511647939682
Loss at iteration 20 : 0.010770170018076897
Loss at iteration 30 : 0.018827132880687714
Loss at iteration 40 : 0.023144617676734924
Loss at iteration 50 : 0.015659654513001442
Loss at iteration 60 : 0.02002779208123684
Loss at iteration 70 : 0.02442260831594467
Loss at iteration 80 : 0.011382868513464928
Loss at iteration 90 : 0.01766582578420639
Loss at iteration 100 : 0.01567322388291359
Loss at iteration 110 : 0.024367984384298325
Loss at iteration 120 : 0.02039303630590439
Loss at iteration 130 : 0.02134198322892189
Loss at iteration 140 : 0.018590446561574936
Loss at iteration 150 : 0.02398533746600151
Loss at iteration 160 : 0.02081172540783882
Loss at iteration 170 : 0.01865365356206894
Loss at iteration 180 : 0.013226361945271492
Loss at iteration 190 : 0.02916106954216957
Loss at iteration 200 : 0.025054696947336197
Loss at iteration 210 : 0.01837264746427536
Loss at iteration 220 : 0.01812662184238434
Loss at iteration 230 : 0.016181278973817825
Loss at iteration 240 : 0.02220097929239273
Loss at iteration 250 : 0.026222294196486473
Loss at iteration 260 : 0.018759416416287422
Loss at iteration 270 : 0.0183225329965353
Loss at iteration 280 : 0.017679693177342415
Loss at iteration 290 : 0.023310843855142593
Loss at iteration 300 : 0.024235384538769722
Loss at iteration 310 : 0.016727715730667114
Loss at iteration 320 : 0.014662857167422771
Loss at iteration 330 : 0.01503049861639738
Loss at iteration 340 : 0.012939907610416412
Loss at iteration 350 : 0.020399097353219986
Loss at iteration 360 : 0.0182139091193676
Loss at iteration 370 : 0.014994083903729916
Loss at iteration 380 : 0.01894111931324005
Loss at iteration 390 : 0.023494651541113853
Loss at iteration 400 : 0.02105218544602394
Loss at iteration 410 : 0.013279981911182404
Loss at iteration 420 : 0.01896628364920616
Loss at iteration 430 : 0.029025640338659286
Loss at iteration 440 : 0.01656908355653286
Loss at iteration 450 : 0.018035555258393288
Loss at iteration 460 : 0.02309240773320198
Loss at iteration 470 : 0.01941913552582264
Loss at iteration 480 : 0.01891995035111904
Loss at iteration 490 : 0.01864088885486126
Loss at iteration 500 : 0.02112659253180027
Loss at iteration 510 : 0.016981001943349838
Loss at iteration 520 : 0.01664101704955101
Loss at iteration 530 : 0.017686966806650162
Loss at iteration 540 : 0.024716584011912346
Loss at iteration 550 : 0.017684713006019592
Loss at iteration 560 : 0.017297808080911636
Loss at iteration 570 : 0.014352921396493912
Loss at iteration 580 : 0.024976760149002075
Loss at iteration 590 : 0.028827141970396042
Loss at iteration 600 : 0.03146076947450638
The SSIM Value is: 0.7739682912826538
The PSNR Value is: 17.89937941233317
the highest SSIM value is: 17.89937941233317
the epoch is: 4
Loss at iteration 10 : 0.015501558780670166
Loss at iteration 20 : 0.021621350198984146
Loss at iteration 30 : 0.01801716908812523
Loss at iteration 40 : 0.018724847584962845
Loss at iteration 50 : 0.015551237389445305
Loss at iteration 60 : 0.02199062891304493
Loss at iteration 70 : 0.012490347027778625
Loss at iteration 80 : 0.015734631568193436
Loss at iteration 90 : 0.015351766720414162
Loss at iteration 100 : 0.014699864201247692
Loss at iteration 110 : 0.013462989591062069
Loss at iteration 120 : 0.019657954573631287
Loss at iteration 130 : 0.01736248843371868
Loss at iteration 140 : 0.020507337525486946
Loss at iteration 150 : 0.017312120646238327
Loss at iteration 160 : 0.013607628643512726
Loss at iteration 170 : 0.013736791908740997
Loss at iteration 180 : 0.02398018166422844
Loss at iteration 190 : 0.022056154906749725
Loss at iteration 200 : 0.01754913292825222
Loss at iteration 210 : 0.01578575186431408
Loss at iteration 220 : 0.018306497484445572
Loss at iteration 230 : 0.02087327465415001
Loss at iteration 240 : 0.02644369751214981
Loss at iteration 250 : 0.019236750900745392
Loss at iteration 260 : 0.017445800825953484
Loss at iteration 270 : 0.0227689016610384
Loss at iteration 280 : 0.01510751061141491
Loss at iteration 290 : 0.021753568202257156
Loss at iteration 300 : 0.01665005460381508
Loss at iteration 310 : 0.02073848806321621
Loss at iteration 320 : 0.01888246089220047
Loss at iteration 330 : 0.027303745970129967
Loss at iteration 340 : 0.030243348330259323
Loss at iteration 350 : 0.024222591891884804
Loss at iteration 360 : 0.02399349771440029
Loss at iteration 370 : 0.024338604882359505
Loss at iteration 380 : 0.01811438798904419
Loss at iteration 390 : 0.02257344126701355
Loss at iteration 400 : 0.020502779632806778
Loss at iteration 410 : 0.017934277653694153
Loss at iteration 420 : 0.023648887872695923
Loss at iteration 430 : 0.01904018223285675
Loss at iteration 440 : 0.013690936379134655
Loss at iteration 450 : 0.014409339055418968
Loss at iteration 460 : 0.020384561270475388
Loss at iteration 470 : 0.016332414001226425
Loss at iteration 480 : 0.02520947903394699
Loss at iteration 490 : 0.01579739898443222
Loss at iteration 500 : 0.014677396975457668
Loss at iteration 510 : 0.0200994573533535
Loss at iteration 520 : 0.012518757954239845
Loss at iteration 530 : 0.01697956584393978
Loss at iteration 540 : 0.016170430928468704
Loss at iteration 550 : 0.017950601875782013
Loss at iteration 560 : 0.016624944284558296
Loss at iteration 570 : 0.01720762625336647
Loss at iteration 580 : 0.01696142926812172
Loss at iteration 590 : 0.016557613387703896
Loss at iteration 600 : 0.016454946249723434
The SSIM Value is: 0.7703357179959615
The PSNR Value is: 17.711660130818686
the epoch is: 5
Loss at iteration 10 : 0.017509009689092636
Loss at iteration 20 : 0.01695581153035164
Loss at iteration 30 : 0.016796156764030457
Loss at iteration 40 : 0.02452152594923973
Loss at iteration 50 : 0.02067634090781212
Loss at iteration 60 : 0.021230217069387436
Loss at iteration 70 : 0.012662512250244617
Loss at iteration 80 : 0.014167577028274536
Loss at iteration 90 : 0.019611269235610962
Loss at iteration 100 : 0.012209808453917503
Loss at iteration 110 : 0.019518600776791573
Loss at iteration 120 : 0.019594553858041763
Loss at iteration 130 : 0.023265376687049866
Loss at iteration 140 : 0.017650112509727478
Loss at iteration 150 : 0.019178101792931557
Loss at iteration 160 : 0.015317272394895554
Loss at iteration 170 : 0.01811758615076542
Loss at iteration 180 : 0.01719069294631481
Loss at iteration 190 : 0.015524107962846756
Loss at iteration 200 : 0.01194053329527378
Loss at iteration 210 : 0.019105035811662674
Loss at iteration 220 : 0.01663762703537941
Loss at iteration 230 : 0.028255823999643326
Loss at iteration 240 : 0.014283238910138607
Loss at iteration 250 : 0.016414698213338852
Loss at iteration 260 : 0.019437162205576897
Loss at iteration 270 : 0.02284945547580719
Loss at iteration 280 : 0.01686028577387333
Loss at iteration 290 : 0.01718299835920334
Loss at iteration 300 : 0.017309939488768578
Loss at iteration 310 : 0.016237210482358932
Loss at iteration 320 : 0.015372347086668015
Loss at iteration 330 : 0.021218935027718544
Loss at iteration 340 : 0.016882024705410004
Loss at iteration 350 : 0.02305757999420166
Loss at iteration 360 : 0.01964121125638485
Loss at iteration 370 : 0.021230295300483704
Loss at iteration 380 : 0.016773972660303116
Loss at iteration 390 : 0.018678095191717148
Loss at iteration 400 : 0.013176952488720417
Loss at iteration 410 : 0.014285789802670479
Loss at iteration 420 : 0.020815204828977585
Loss at iteration 430 : 0.016779674217104912
Loss at iteration 440 : 0.014793829061090946
Loss at iteration 450 : 0.01795908808708191
Loss at iteration 460 : 0.017784884199500084
Loss at iteration 470 : 0.013160048052668571
Loss at iteration 480 : 0.017578594386577606
Loss at iteration 490 : 0.019693730399012566
Loss at iteration 500 : 0.021980907768011093
Loss at iteration 510 : 0.017153622582554817
Loss at iteration 520 : 0.01973067782819271
Loss at iteration 530 : 0.01675395481288433
Loss at iteration 540 : 0.02392600104212761
Loss at iteration 550 : 0.019862737506628036
Loss at iteration 560 : 0.01347365416586399
Loss at iteration 570 : 0.022041097283363342
Loss at iteration 580 : 0.015553141012787819
Loss at iteration 590 : 0.02038239687681198
Loss at iteration 600 : 0.025038545951247215
The SSIM Value is: 0.786546011765798
The PSNR Value is: 17.647503662109376
the epoch is: 6
Loss at iteration 10 : 0.01924257166683674
Loss at iteration 20 : 0.01322894636541605
Loss at iteration 30 : 0.016744576394557953
Loss at iteration 40 : 0.01894519478082657
Loss at iteration 50 : 0.030518583953380585
Loss at iteration 60 : 0.01795024424791336
Loss at iteration 70 : 0.01225072331726551
Loss at iteration 80 : 0.01289525255560875
Loss at iteration 90 : 0.018996143713593483
Loss at iteration 100 : 0.024531250819563866
Loss at iteration 110 : 0.020141061395406723
Loss at iteration 120 : 0.016101127490401268
Loss at iteration 130 : 0.015978660434484482
Loss at iteration 140 : 0.021908655762672424
Loss at iteration 150 : 0.014358896762132645
Loss at iteration 160 : 0.014881899580359459
Loss at iteration 170 : 0.019700339064002037
Loss at iteration 180 : 0.016831647604703903
Loss at iteration 190 : 0.01647026278078556
Loss at iteration 200 : 0.021544629707932472
Loss at iteration 210 : 0.025306863710284233
Loss at iteration 220 : 0.013079555705189705
Loss at iteration 230 : 0.019898489117622375
Loss at iteration 240 : 0.015822840854525566
Loss at iteration 250 : 0.017504483461380005
Loss at iteration 260 : 0.016838092356920242
Loss at iteration 270 : 0.019350405782461166
Loss at iteration 280 : 0.015177794732153416
Loss at iteration 290 : 0.013805230148136616
Loss at iteration 300 : 0.01607142761349678
Loss at iteration 310 : 0.011000140570104122
Loss at iteration 320 : 0.013677135109901428
Loss at iteration 330 : 0.017159748822450638
Loss at iteration 340 : 0.020210154354572296
Loss at iteration 350 : 0.018940476700663567
Loss at iteration 360 : 0.014097617007791996
Loss at iteration 370 : 0.016755077987909317
Loss at iteration 380 : 0.015037084929645061
Loss at iteration 390 : 0.014980195090174675
Loss at iteration 400 : 0.017847398295998573
Loss at iteration 410 : 0.02169293910264969
Loss at iteration 420 : 0.01905735768377781
Loss at iteration 430 : 0.01752851903438568
Loss at iteration 440 : 0.0173417367041111
Loss at iteration 450 : 0.024083860218524933
Loss at iteration 460 : 0.01756252348423004
Loss at iteration 470 : 0.015196659602224827
Loss at iteration 480 : 0.019761987030506134
Loss at iteration 490 : 0.02028729021549225
Loss at iteration 500 : 0.026372816413640976
Loss at iteration 510 : 0.018855256959795952
Loss at iteration 520 : 0.01805260218679905
Loss at iteration 530 : 0.018325459212064743
Loss at iteration 540 : 0.0185390617698431
Loss at iteration 550 : 0.01159752905368805
Loss at iteration 560 : 0.01631266064941883
Loss at iteration 570 : 0.01420273445546627
Loss at iteration 580 : 0.013805041089653969
Loss at iteration 590 : 0.01767006143927574
Loss at iteration 600 : 0.019275765866041183
The SSIM Value is: 0.7896613756815593
The PSNR Value is: 17.915137672424315
the highest SSIM value is: 17.915137672424315
the epoch is: 7
Loss at iteration 10 : 0.016963282600045204
Loss at iteration 20 : 0.014677383005619049
Loss at iteration 30 : 0.015633070841431618
Loss at iteration 40 : 0.014170307666063309
Loss at iteration 50 : 0.01703795976936817
Loss at iteration 60 : 0.019241992384195328
Loss at iteration 70 : 0.018299836665391922
Loss at iteration 80 : 0.017873302102088928
Loss at iteration 90 : 0.014462552964687347
Loss at iteration 100 : 0.023938510566949844
Loss at iteration 110 : 0.010441018268465996
Loss at iteration 120 : 0.024985425174236298
Loss at iteration 130 : 0.013207359239459038
Loss at iteration 140 : 0.014612993225455284
Loss at iteration 150 : 0.016736701130867004
Loss at iteration 160 : 0.017794374376535416
Loss at iteration 170 : 0.007195114158093929
Loss at iteration 180 : 0.01514535490423441
Loss at iteration 190 : 0.019909443333745003
Loss at iteration 200 : 0.017873920500278473
Loss at iteration 210 : 0.01978519931435585
Loss at iteration 220 : 0.013993693515658379
Loss at iteration 230 : 0.01772000640630722
Loss at iteration 240 : 0.012026178650557995
Loss at iteration 250 : 0.013233473524451256
Loss at iteration 260 : 0.0196386706084013
Loss at iteration 270 : 0.025361835956573486
Loss at iteration 280 : 0.013105454854667187
Loss at iteration 290 : 0.012106511741876602
Loss at iteration 300 : 0.015861669555306435
Loss at iteration 310 : 0.021455787122249603
Loss at iteration 320 : 0.01591263897716999
Loss at iteration 330 : 0.02205478958785534
Loss at iteration 340 : 0.013929599896073341
Loss at iteration 350 : 0.011422673240303993
Loss at iteration 360 : 0.017956780269742012
Loss at iteration 370 : 0.01388776209205389
Loss at iteration 380 : 0.011171197518706322
Loss at iteration 390 : 0.01697176694869995
Loss at iteration 400 : 0.015092750079929829
Loss at iteration 410 : 0.025621365755796432
Loss at iteration 420 : 0.014187228865921497
Loss at iteration 430 : 0.01736212521791458
Loss at iteration 440 : 0.015606570057570934
Loss at iteration 450 : 0.012612678110599518
Loss at iteration 460 : 0.016789447516202927
Loss at iteration 470 : 0.019462604075670242
Loss at iteration 480 : 0.020213820040225983
Loss at iteration 490 : 0.01569649577140808
Loss at iteration 500 : 0.01386900246143341
Loss at iteration 510 : 0.015340493991971016
Loss at iteration 520 : 0.021391555666923523
Loss at iteration 530 : 0.019542910158634186
Loss at iteration 540 : 0.017780456691980362
Loss at iteration 550 : 0.01676715724170208
Loss at iteration 560 : 0.015155398286879063
Loss at iteration 570 : 0.012121103703975677
Loss at iteration 580 : 0.0118880495429039
Loss at iteration 590 : 0.01792789064347744
Loss at iteration 600 : 0.023797962814569473
The SSIM Value is: 0.8056630373001099
The PSNR Value is: 18.684191068013508
the highest SSIM value is: 18.684191068013508
the epoch is: 8
Loss at iteration 10 : 0.014652615413069725
Loss at iteration 20 : 0.013697369955480099
Loss at iteration 30 : 0.009946679696440697
Loss at iteration 40 : 0.012908708304166794
Loss at iteration 50 : 0.014721701852977276
Loss at iteration 60 : 0.019412465393543243
Loss at iteration 70 : 0.017292456701397896
Loss at iteration 80 : 0.018335092812776566
Loss at iteration 90 : 0.01400892436504364
Loss at iteration 100 : 0.017431974411010742
Loss at iteration 110 : 0.019587336108088493
Loss at iteration 120 : 0.011890226975083351
Loss at iteration 130 : 0.017405953258275986
Loss at iteration 140 : 0.01681896485388279
Loss at iteration 150 : 0.021145649254322052
Loss at iteration 160 : 0.014548294246196747
Loss at iteration 170 : 0.019867688417434692
Loss at iteration 180 : 0.018224535509943962
Loss at iteration 190 : 0.01263453159481287
Loss at iteration 200 : 0.019210614264011383
Loss at iteration 210 : 0.012565447948873043
Loss at iteration 220 : 0.014729799702763557
Loss at iteration 230 : 0.014932790771126747
Loss at iteration 240 : 0.01639532297849655
Loss at iteration 250 : 0.016079632565379143
Loss at iteration 260 : 0.015679555013775826
Loss at iteration 270 : 0.01524666603654623
Loss at iteration 280 : 0.016718439757823944
Loss at iteration 290 : 0.017529316246509552
Loss at iteration 300 : 0.018209153786301613
Loss at iteration 310 : 0.018948938697576523
Loss at iteration 320 : 0.015988264232873917
Loss at iteration 330 : 0.013333676382899284
Loss at iteration 340 : 0.020041782408952713
Loss at iteration 350 : 0.02309366874396801
Loss at iteration 360 : 0.0231277197599411
Loss at iteration 370 : 0.01749972626566887
Loss at iteration 380 : 0.016316525638103485
Loss at iteration 390 : 0.017594076693058014
Loss at iteration 400 : 0.010797688737511635
Loss at iteration 410 : 0.014134512282907963
Loss at iteration 420 : 0.018223628401756287
Loss at iteration 430 : 0.012549351900815964
Loss at iteration 440 : 0.014322425238788128
Loss at iteration 450 : 0.010543370619416237
Loss at iteration 460 : 0.021726664155721664
Loss at iteration 470 : 0.01621953770518303
Loss at iteration 480 : 0.015973612666130066
Loss at iteration 490 : 0.014440489001572132
Loss at iteration 500 : 0.017773792147636414
Loss at iteration 510 : 0.011974617838859558
Loss at iteration 520 : 0.013781142421066761
Loss at iteration 530 : 0.014661171473562717
Loss at iteration 540 : 0.017163537442684174
Loss at iteration 550 : 0.016837913542985916
Loss at iteration 560 : 0.014582711271941662
Loss at iteration 570 : 0.0206514410674572
Loss at iteration 580 : 0.018001647666096687
Loss at iteration 590 : 0.018402904272079468
Loss at iteration 600 : 0.012536531314253807
The SSIM Value is: 0.7853266437848408
The PSNR Value is: 17.752536710103353
the epoch is: 9
Loss at iteration 10 : 0.016072193160653114
Loss at iteration 20 : 0.015975307673215866
Loss at iteration 30 : 0.017916634678840637
Loss at iteration 40 : 0.015230350196361542
Loss at iteration 50 : 0.013001339510083199
Loss at iteration 60 : 0.008945576846599579
Loss at iteration 70 : 0.01364245917648077
Loss at iteration 80 : 0.016448644921183586
Loss at iteration 90 : 0.016401037573814392
Loss at iteration 100 : 0.01616368442773819
Loss at iteration 110 : 0.01890605315566063
Loss at iteration 120 : 0.014247821643948555
Loss at iteration 130 : 0.014442347921431065
Loss at iteration 140 : 0.017202021554112434
Loss at iteration 150 : 0.01457522064447403
Loss at iteration 160 : 0.015422837808728218
Loss at iteration 170 : 0.013653763569891453
Loss at iteration 180 : 0.0112531129270792
Loss at iteration 190 : 0.013862282037734985
Loss at iteration 200 : 0.016364336013793945
Loss at iteration 210 : 0.019231446087360382
Loss at iteration 220 : 0.01329147070646286
Loss at iteration 230 : 0.01802060566842556
Loss at iteration 240 : 0.01753835566341877
Loss at iteration 250 : 0.01758512854576111
Loss at iteration 260 : 0.016346042975783348
Loss at iteration 270 : 0.017548590898513794
Loss at iteration 280 : 0.014712270349264145
Loss at iteration 290 : 0.015404149889945984
Loss at iteration 300 : 0.013604849576950073
Loss at iteration 310 : 0.015046210959553719
Loss at iteration 320 : 0.01941206306219101
Loss at iteration 330 : 0.017447415739297867
Loss at iteration 340 : 0.016899213194847107
Loss at iteration 350 : 0.011085717007517815
Loss at iteration 360 : 0.016775567084550858
Loss at iteration 370 : 0.01297779381275177
Loss at iteration 380 : 0.022268051281571388
Loss at iteration 390 : 0.011162113398313522
Loss at iteration 400 : 0.011746426112949848
Loss at iteration 410 : 0.018454112112522125
Loss at iteration 420 : 0.016273804008960724
Loss at iteration 430 : 0.015545504167675972
Loss at iteration 440 : 0.01906343176960945
Loss at iteration 450 : 0.020999660715460777
Loss at iteration 460 : 0.022789932787418365
Loss at iteration 470 : 0.017386356368660927
Loss at iteration 480 : 0.022459711879491806
Loss at iteration 490 : 0.01692860573530197
Loss at iteration 500 : 0.013215743005275726
Loss at iteration 510 : 0.018068205565214157
Loss at iteration 520 : 0.015835832804441452
Loss at iteration 530 : 0.019681110978126526
Loss at iteration 540 : 0.01969960704445839
Loss at iteration 550 : 0.025655800476670265
Loss at iteration 560 : 0.018017493188381195
Loss at iteration 570 : 0.01604449935257435
